Species,Text,Page_id,Volume,Year,Source,Source_ID,Institution,Language,Rights,Copyright
Catopsis sessiliflora,"Family Species Habit Amaranthaceae Iresine celosia L. H Anacardiaceae Astronium graveolens Jacq. fi Boraginaceae Cordia panamensis Riley ST Bromeliaceae Catopsis sessiliflora (R. P.) Mez. H Burseraceae Bursera simaruba (L.) Sarg. vi Protium costaricense (Rose) Engler at P. panamense (Rose) I.M. Tohnston T P. tenuifolium var. sessiliflorum (Rose) Porter T Tetragastris panamensis (Engler) 0. Kuntze ah Trattinnickia aspera (Standley) Swart 7 Caricaceae Carica cauliflora Jacq. SP Jacaratia spinosa (Aubl.) Bis Ur fy Compositae Baccharis trinervis Persoon S Dioscoreaceae Dioscorea haenkeana Presl V D. macrostachya Benth. V D. polygonoides H. B. ex Willd. V D. sapindoides Presl V D. urophylla Hemsl. V Ebenaceae Diospyros arthanthifolia Mart. fig Euphorbiaceae Acalypha macrostachya (Jacq.) ST Adelia triloba (Muell.-Arg. ) Hemsl. S Alchornea costaricensis Pax Hoffm. rE A. latifolia Sw. bi Drypetes standleyi Webster -P Hyeronima laxiflora (Tul.) Muell.-Arg. at Margaritaria nobilis L.f. Sy Flacourtiaceae Xylosma chloranthum Donn.35m. S3T X. oligandrum Donn. 5m. Sa Gnetaceae Gnetum leyboldii Tul. var. woodsonianum Marker. L Graminae Gynerium sagittatum (Aubl.) Beauv. H Guttiferae Clusia odorata Seem, id",13019185,42,1979,Internet Archive,phytologia42glea,"New York Botanical Garden, LuEsther T. Mertz Library",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Catopsis sessiliflora,"Monocots and Gymnosperms of Puerto Rico and Virgin Islands 207 Bayamon: Stevenson 1144 (US). Cayey: Sintenis 2043 (US). Ciales: E slopes of Los Tres Picachos, Axelrod Axelrod 4830 (US). Guayama: Bo. Carmen, along crest (S. side) of Sierra de Jajome 2-2.8 km. due NE-ENE of village of Carmen, Proctor Rivera 46921 (US); 3 mi S of Guayama on Rt. 15, Grant Rundell 93-02267 (US). Jayuya: Sargent 3072 (US). Maricao: Monte Alegrillo, N.L. Britton et al. 2560 (US). Naguabo: Sierra de Luquillo, Loma La Mina, SE side to E Peak, Shafer 3257 (US). Orocovis: Toro Negro Forest Reserve, Lago Guineo, Ackerman Meléndez 2662 (US). Rio Grande; Caribbean National Forest, El Yunque, Acevedo-Rdgz. 2963 (NY, US). Villalba: Along road 143 (north of Villalba) at km 45 hm 8, Stimson 1668 (US). St. JouNn: Bordeaux, N.L. Britton Shafer 572 (NY). St. THomas: Eggers s.n. (US). VirGiIn Gorpa: Gorda Peak National Park, Acevedo-Rdgz. Clubbe 10899 (US). 2. Catopsis nitida (Hook.) Griseb., Fl. Brit. W. I. 599. 1864; Tillandsia nitida Hook., Exotic FI. 3. 1826. Type: Jamaica. Wiles s. n. (holotype: LIV, not seen). Epiphytic, acaulescent herb, producing stolons and commonly forming clumps. Leaves few, closely imbricate in a cylindrical rosette, suberect, entire, 10-40 2-4 cm, the outer usually smaller; sheaths indistinct; blades linear-attenuate; apex obtuse to rounded, apiculate. Scape erect to ascending, slender, glabrous; sterile bracteoles erect, sheathing, ovate-deltate, acute, 5-10 mm long. Inflorescences laxly branched, to 20 cm long, exceeding or equaling the leaves, glabrous; fertile bracteoles like the sterile bracteoles but usually smaller; branches naked below, manyflowered above, ascending to subspreading, ca. mm in diam.; bracts ovate, acute, shorter than the sepals. Flowers sessile, bisexual; sepals strongly asymmetric, ca. 5 mm long; petals white or cream, elliptic, obtuse, 6-8 mm long; style wanting. Capsule ovoid, acute, 6-11 mm long. General distribution: Southern Mexico, Guatemala, Honduras, Nicaragua, Costa Rica, Panama, Cuba, Jamaica, Hispaniola, and Puerto Rico. Distribution in Puerto Rico: Moist to wet montane forest above 500 m elev. Recorded from Adjuntas, Barranquitas, Ciales, Jayuya, Maricao, Naguabo, Orocovis, Rio Grande, Utuado, and Villalba. Selected specimens examined: Puerto Rico: Adjuntas: vicinity of Pico Guilarte, Liogier 10009 (US). Barranquitas: Bo. Barrancas, upper NE slopes of Monte Torrecilla, Proctor Concepcion 42308 (US). Jayuya: Los Tres Picachos, Sargent 3172 (US). Maricao: Sargent 225 (US). Naguabo: Bo. Rio Blanco, Caribbean National Forest, Axelrod Chavez 4130 (US). Utuado: 7 mi N from Adjuntas along road to Arecibo, Grant Rundell 93-02296 (US). Villalba: along border w Orocovis, W slopes of Cerro Dofia Juana, between Cerro Dona Juana and Cerro el Bolo, Ackerman Calvo 2467 (US). 3. Catopsis sessiliflora (Ruiz Pav.) MezinC. de Candolle, Monogr. Phan. 9: 625. 1896; Tillandsia sessiliflora Ruiz Pav., Fl. Peruv. 3: 42. 1802. Type: Peru; Huanuco. Ruiz Pavon s.n. (holotype: MA?, isotype: B, photo at GH). Epiphytic, acaulescent herb, usually in clumps. Leaves few in a cylindrical-funnelform rosette, 10-25 1.5-3.5 cm, linear-attenuate, entire, sub-erect ; sheaths indistinct; blades linearattenuate; apex acute to mostly rounded or obtuse and apiculate. Scape sub-erect , glabrous, 1-2 mm in diam., 15-30 cm long; sterile bracteoles erect, elliptic-ovate, apiculate, 8-13) mm_ long. Inflorescence a simple spike or with few ascending branches, exceeding the leaves; fertile bracteoles like the sterile ones; spikes laxlyto denselyflowered, subspreading, the axis 1-2 mm wide; bracts ovate, acute or obtuse, shorter than the sepals. Flowers sessile, sub-erect sepals asymmetric, 6-8 mm long; petals white, ovatelanceolate, about as long as the sepals. Capsule ovoid, short beaked, 12-15 mm long. General distribution: Southern Mexico, Guatemala, Honduras, Costa Rica, Panama, Cuba, Hispaniola, Puerto Rico, Guadeloupe, Martinique, Grenada, Colombia, Venezuela, Trinidad Tobago, Guyana, Surinam, French Guiana, Ecuador, Peru, and Brazil. Distribution in Puerto Rico: Rare, known only from four specimens. Moist and wet forest, from sea level to ca. 600 m. Recorded from Maunabo, Naguabo, and San Lorenzo. Selected specimens examined: PuERTO Rico:",388093,52,2005,Internet Archive,mobot39088011806312,Smithsonian Libraries and Archives,English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Anthodiscus chocoensis,"Democratic Republic of Congo, Nigeria A small forest tree with an apparently disjunct distribution, occurring in the remaining forest in southeast Nigeria and also in DR Congo, where the extent of its occurrence is not at present known. In Nigeria the largest, if not only, intact population occurs in the Oban Division of the Cross River National Park. Deforestation in the region has been extensive.",31557679,,,Internet Archive,worldlistofthrea98oldf,"UNEP-WCMC, Cambridge",English,,"Copyright owner: WCMC, IUCN"
Anthodiscus chocoensis,"Manual de Plantas de Costa Rica 167 bufonius, Justicia arborescens, Litsea glaucescens, Loeselia glandulosa, Macrohasseltia macroterantha, Macrocnemum roseum, Mandevilla veraguasensis, Martinella obovata, Meliosma idiopoda, Miconia lauriformis, Molinadendron guatemalense, Monotropa uniflora, Montanoa guatemalensis, Nectandra cufudontisti, Ocotea praetermissa, Passiflora adenopoda, Philodendron anisotomum, Phyllanthus anisolobus, Pisonia silvatica, Pitcairnia heterophylla, P. maidifolia, Plantago australis, Pleuropetalum sprucei, Polygala paniculata, Polystichum hartwegii, Rhipidocladum pittieri, Rhipsalis micrantha, Sambucus canadensis, Sapranthus viridiflorus, Schaefferia frutescens, Selaginella pallescens, Senna guatemalensis, Sida urens, Sideroxylon portoricense, Solanum torvum, Stemmadenia litoralis, Styrax glabrescens, Tectaria mexicana, T. pilosa, Thalictrum lankesteri, Tillandsia complanata, T. juncea, Valeriana candolleana, V. urticifolia, Viburnum costaricanum, and V. stellatotomentosum. Some species have been found in Costa Rica only from this area, e.g., Abutilon striatum, Bouvardia longiflora, Cunila leucantha, Dalbergia calycina, Lepanthes guardiana, L. hamulifera, Litsea glaucescens, Molinadendron guatemalense, Schaefferia frutescens, Senna williamsii, and Serjania phaseoloides. For these and other species not widespread in Costa Rica, such as Hauya elegans and Pogonopus exsertus, this region is critical habitat. Some of the upper-elevation species of this association are scattered across this region, roughly in a southwesterly direction, by way of the Chonta, Nara, and Costefia ridges. These ridges, however, being of lower elevation and closer to the coast, have a flora derived more from the south and from lower elevations. Recent botanical exploration in the area of Fila Chonta and Cerro Nara has revealed interesting elements in common with areas much to the north and to the south, as well as species endemic to the area; continued exploration will undoubtedly reap many more such discoveries. A few of the montane species of interest are Alfaroa costaricensis, A. mexicana, Hedyosmum bonplandianum, Macrohasseltia macroterantha, Phyllonoma ruscifolia, Quercus spp., Ticodendron incognitum, and Weinmannia laurina. In general, this area appears to be rich in endemic species or species disjunct from distant countries (see the chapter on Novelties). It is also worth mentioning that a recent study of this region (INBio MNCR, 2001) found a number of species (e.g., Anthodiscus chocoensis, Inga golfodulcensis, and Parkia pendula) at ca. 8300-1000 m elevation in common with the Osa Peninsula, outside and above their previously known range. Certainly, forests below 500 m elevation in this area are made up primarily of species in common with the Pacific coastal region to the southeast. Among the subsidiary ranges, the coastal range (Fila Costefia) is the most isolated from the main Talamanca cordillera, separated from it by the broad General and Coto Brus Valleys (see more below about these), with which it also shares much of its flora. This range is split into northern and southern sections by the Rio Grande de Térraba, which flows to the sea near Palmar Norte. In the northern part, its peaks (from Fila Tinamastes to Fila Retinto) range in elevation from 600 to 1100 m, and near these summits",755568,97,2004,Internet Archive,mobot31753003189690,"Missouri Botanical Garden, Peter H. Raven Library",English,,Public domain. The BHL considers that this work is no longer under copyright protection.
Anthodiscus chocoensis,"Manual de Plantas de Costa Rica 119 Gentry s (1995) data, from the same geographic area, between 1900 and 2775 m elevation, with 0.1 ha plots. The Cordillera Central is separated from the Cordillera de Talamanca on the Caribbean slope by the valley of the Rio Reventaz6n, where one finds a unique mixture of species not found anywhere else on that slope. Various species are known in Costa Rica only from this valley, e.g., Aechmea aquilega, Licaria multinervis, and Psychotria viridis, while others are typical of moist, seasonal climates along the Pacific coast; some species in this latter category are Adelia triloba, Amyris pinnata, Anacardium excelsum, Arrabidaea patellifera, A. verrucosa, Brosimum alicastrum, Cheiloclinium cognatum, Clarisia racemosa, Coutarea hexandra, Croton skutchii, Eugenia acapulcensis, E. siggersii, Guettarda turrialbana, Hasseltia floribunda, Ipomoea dumosa, Kohleria spicata, Lafoensia punicifolia, Lonchocarpus guatemalensis, Mansoa parvifolia, Nectandra hihua, Odontocarya truncata, Olmedia aspera, Pogonopus exsertus, Poulsenia armata, Pseudobombax septenatum, Pseudolmedia spuria, Saurauia yasicae, Sideroxylon contrerasii, Smilax domingensis, Spondias radlkoferi, Stemmadenia donnell-smithii, Tapirira mexicana, Trichilia martiana, Vernonia triflosculosa, Zapoteca costaricensis, and Zuelania guidonia. As indicated by Herrera (1985), the basin of the Rio Reventaz6n encompasses a broad range of climates, including rather dry conditions in the central and lower part of the valley, where a Pacific-type precipitation regime reigns. Cordillera de Talamanca This mountain range, the most massive and extensive in Costa Rica, comprises a broad chain of peaks trending in a northwest-to-southeast direction for 320 km, from near San José and Cartago to beyond the Panamanian border. The major peaks lie along the Continental Divide and include the highest points in the country, ranging in elevation from ca. 1756 m (Cerro Turrubares) to 3819 m (Cerro Chirripd). For more details, see the section on Physical geography in the chapter on The physical environment. The Cordillera de Talamanca exhibits a great variety of topographic features over a vast area, consisting chiefly of Tertiary marine sediments mixed with plutonic and volcanic rocks of the Upper Miocene (Gémez P., 1986). Reflecting its great age as well as its wide range of altitude and climate and vegetation types, this cordillera has a complex and diverse flora, for which we can here give only a rough picture of the most salient features. The most intensively studied part of this range, floristically and ecologically, has been the Pacific slope, particularly in the area above 2000 m near Cerro de La Muerte and Cerro Chirripé6 (see, e.g., Kappelle, 1996, 2001). On the Pacific side of the Cordillera de Talamanca, as in the other cordilleras, a certain number of primarily lowland elements occur up to 1000-1200 m, e.g., Annona amazonica, Anthodiscus chocoensis, Brosimum guianense, B. lactescens, Calophyllum brasiliense, Casearia arborea, Dussia macroprophyllata, Guapira costaricana, Guat-",755520,97,2004,Internet Archive,mobot31753003189690,"Missouri Botanical Garden, Peter H. Raven Library",English,,Public domain. The BHL considers that this work is no longer under copyright protection.
Anthodiscus chocoensis,"122 Manual de Plantas de Costa Rica por lo que s6lo daremos unas pinceladas sobre sus rasgos mas sobresalientes. La vegetacion de la vertiente del Pacifico es la que ha recibido mayores estudios (floristicos, ecolégicos, etc.), principalmente en las inmediaciones de los cerros de La Muerte y Chirrip6, y especialmente arriba de 2000 m. Estas localidades han sido objeto de un amplio y detallado estudio (ver, p. ej., Kappelle, 1996, 2001). Por el lado pacifico de la Cordillera de Talamanca, al igual que en las otras cordilleras, un cierto numero de elementos de tierras bajas ascienden hasta 10001200 m, p. ej., Annona amazonica, Anthodiscus chocoensis, Brosimum guianense, B. lactescens, Calophyllum brasiliense, Casearia arborea, Dussia macroprophyllata, Guapira costaricana, Guatteria diospyroides, Hampea appendiculata, Heterocondylus vitalbae, Humiriastrum diguense, Inga oerstediana, Macrocnemum roseum, Macrolobium costaricense, Marila pluricostata, Miconia schlimii, Ocotea nicaraguensis, Otoba novogranatensis, Panopsis mucronata, Parathesis acostensis, Parkia pendula, Quiina schippii, Symphonia globulifera, Synechanthus warscewiczianus, Tovomita weddelliana, Trema integerrima, Trichospermum galeottii, Virola koschnyi, V. sebifera, Vochysia allenii y V. ferruginea. Algunas de estas, como Humiriastrum diguense, Inga oerstediana y Symphonia globulifera, ascienden hasta 1700-1800 (-2000) m. Sin embargo, consideramos que la cantidad de elementos de tierras bajas que ascienden hacia las partes medias de las cordilleras disminuye paulatinamente de norte a sur en Costa Rica, es decir, en esta cordillera tales elementos estan menos representados y esa banda de elevacion de 1000-2000 m mas bien esta dominada por elementos caracteristicos de la misma, p. ej.: Ageratum conyzoides, Alchornea latifolia, Alfaroa williamsii, Alnus acuminata, Baccharis pedunculata, Beilschmiedia alloiophylla, Billia hippocastanum, Brunellia costaricensis, Calatola costaricensis, Calceolaria mexicana, Casearia tacanensis, Cecropia polyphlebia, Cedrela tonduzii, Chamaedorea crucensis, C. parvifolia, Cinchonia pubescens, Citharexylum caudatum, Cleyera theoides, Cornus disciflora, Croton draco, Drimys granadensis, Elaeagia auriculata, Elateriopsis oerstedii, Equisetum bogotense, Ficus caldasiana, F. tuerckheimii, Freziera candicans, F. friedrichsthaliana, Geonoma edulis, Guatteria oliviformis, Hedyosmum bonplandianum, Hieronyma oblonga, Ilex lamprophylla, Inga oerstediana, Justicia angustibracteata, Ladenbergia brenesii, Lippia myriocephala, Lozanella enantiophylla, Macrohasseltia macroterantha, Magnolia poasana, Manekia naranjoana, Matudaea trinervia, Mauria heterophylla, Mortoniodendron pentagonum, Morus insignis, Myrsine coriacea, Nasa triphylla, Ocotea stenoneura, Oreopanax xalapensis, Panopsis costaricensis, Phyllanthus anisolobus, Podocarpus oleifolius, Prestoea acuminata, Pseudolmedia mollis, Quercus spp., Razisea citrina, Ruagea glabra, Rubus glaucus, R. irasuensis, Rumex obtusifolius, Sanicula liberta, Saurauia montana, Solanum lanceifolium, Sommera donnell-smithii, Sorocea trophoides, Styrax glabrescens, Ticodendron incognitum, Trichilia havanensis, Ulmus mexicana, Verbesina oerstediana, V. tapantiana, V. turbacensis, Viburnum costari-",755523,97,2004,Internet Archive,mobot31753003189690,"Missouri Botanical Garden, Peter H. Raven Library",English,,Public domain. The BHL considers that this work is no longer under copyright protection.
Anthodiscus chocoensis,"190 Manual de Plantas de Costa Rica estan en los parques nacionales Carara, Corcovado y Piedras Blancas, y Bactris militaris subsp. militaris, endémica a este valle y con una poblacion desprotegida y en sumo peligro de extinci6n, por su pequefio tamafio. Notas recopiladas por Allen (1956) indican que ambas especies eran muy comunes en esta regi6On. En la Peninsula de Osa, las exploraciones relativamente intensivas y sistematicas de la diversidad floristica son bastante recientes, aunque la region fue herborizada esporadicamente desde 1890 (ver capitulo de Historia para mas detalles). Sin embargo, fue Paul Allen (1956) quien por primera vez revel6 y document6 en detalle la riqueza de su flora, dando cuenta de un total de 433 especies de Arboles representantes de 267 géneros y 72 familias, principalmente de la regidn de Esquinas (ahora Parque Nacional Piedras Blancas) y de Palmar Norte. A partir de 1984-1989, se iniciaron exploraciones botanicas que lograron documentar mejor esta importante regidn floristica. Actualmente, segtin la base de datos del INBio (ATTA, nov. 2003), se conocen por lo menos 2571 especies de plantas con semillas y 289 especies de helechos y aliados de la regi6n (Area de Conservacion Osa). Algunos elementos caracteristicos de esta region (sobre todo de la zona de vida bosque muy htmedo tropical), varios de ellos recién descubiertos y cuyo origen es suramericano, son Anthodiscus chocoensis, Aspidosperma myristicifolium, Beilschmiedia curviramea, Byttneria pescapraeifolia, Buchenavia tetraphylla, Calophyllum longifolium, Caryocar costaricense, Chaunochiton kappleri, Chromolucuma rubriflora, Combretum assimile, Couepia platycalyx, Couratari guianensis, C. scottmorii, Cremastosperma sp., Dalbergia frutescens, Dendrobangia boliviana, Discophora guianensis, Doliocarpus hispidus, Elaeoluma glabrescens, Elvasia elvasioides, Eschweilera integrifolia, Gouania colombiana, Gustavia brachycarpa, Hirtella tubiflora, Homalomena erythropus, Humiriastrum diguense, Inga cylindrica, Micropholis venulosa, Naucleopsis ulei, Oenocarpus mapora, Pradosia atroviolacea, Parabignonia steyermarkii, Paramachaerium gruberi, Parkia pendula, Paullinia tenuifolia, Persea pseudofasciculata, Pitcairnia quesnelioides, Pterygota excelsa, Qualea paraensis, Sagotia brachysepala, Sloanea brachytepala, Sphyrospermum ellipticum, Styrax glabratus, Uribea tamarindoides y Vochysia megalophylla. Algunos de sus elementos disyuntos hacia el norte (México-Nicaragua) son Chamaedorea geonomiformis, Connarus lentiginosus, Gymnanthes riparia, Oecopetalum greenmanii, Philodendron popenoei, Recchia simplicifolia, Reinhardtia latisecta, Sloanea longipes, S. petenensis y Zygia cognata. Los componentes costarricense-panamefios incluyen Alchornea grandis, Fusispermum laxiflorum, Oxandra longipetala, Philodendron burgeri, Pleurothyrium hexaglandulosum y Tragia correae. Algunos elementos antillanos son Chrysophyllum oliviforme, Freziera grisebachii, Pleodendron y Ziziphus chloroxylon. Lo anterior es una evidencia de que la mayor riqueza en plantas de la costa pacifica se encuentra en esta area. Incluso consideramos que la Peninsula de Osa es una de las regiones mas diversas del pais. De hecho, estudios en parcelas de ha con individuos de mas de 10 cm de didmetro han registrado 112-181 spp. ha (Huber, 1996; Weissen-",755591,97,2004,Internet Archive,mobot31753003189690,"Missouri Botanical Garden, Peter H. Raven Library",English,,Public domain. The BHL considers that this work is no longer under copyright protection.
Anthodiscus chocoensis,"Manual de Plantas de Costa Rica 185 the period 1940-1960, making a characterization of the original forest difficult. Populations of numerous important taxa, some of them endemic, suffered a major fragmentation of their natural distribution ranges. Notable examples include the palms Cryosophila guagara, whose only protected populations are found in Carara, Corcovado, and Piedras Blancas National Parks, and Bactris militaris subsp. militaris, endemic to this valley, with only a very small, unprotected, and very endangered population remaining. Information from Allen (1956) indicates that both used to be quite common in the region. Systematic and relatively intensive explorations of the flora of the Osa Peninsula are fairly recent, although it was botanized as early as 1890 (see the History chapter for more details). It was Paul Allen (1956) who began the detailed documentation of the rich flora of the Golfo Dulce region, with his accounting of 433 species of trees representing 267 genera and 72 families, mainly from the Esquinas region (today Piedras Blancas National Park) and near Palmar Norte. During and since the years 1985-1989, continued exploration has better documented the rich flora of this important area. Currently, according to the INBio database (ATTA, Nov. 2003), at least 2571 species of seed plants and 289 species of ferns and fern allies are known from the region (Osa Conservation Area). Some characteristic elements of this region (especially those of the tropical wet forest life zone) of South American origin, many discovered during recent efforts, are: Anthodiscus chocoensis, Aspidosperma myristicifolium, Beilschmiedia curviramea, Byttneria pescapraeifolia, Buchenavia tetraphylla, Calophyllum longifolium, Caryocar costaricense, Chaunochiton kappleri, Chromolucuma_rubriflora, Combretum assimile, Couepia platycalyx, Couratari guianensis, C. scottmorii, Cremastosperma sp., Dalbergia frutescens, Dendrobangia boliviana, Discophora guianensis, Doliocarpus hispidus, Elaeoluma glabrescens, Elvasia elvasioides, Eschweilera integrifolia, Gouania colombiana, Gustavia brachycarpa, Hirtella tubiflora, Homalomena erythropus, Humiriastrum diguense, Inga cylindrica, Micropholis venulosa, Naucleopsis ulei, Oenocarpus mapora, Pradosia atroviolacea, Parabignonia steyermarkii, Paramachaerium gruberi, Parkia pendula, Paullinia tenuifolia, Persea pseudofasciculata, Pitcairnia quesnelioides, Pterygota excelsa, Qualea paraensis, Sagotia brachysepala, Sloanea brachytepala, Sphyrospermum ellipticum, Styrax glabratus, Uribea tamarindoides, and Vochysia megalophylla. Some other species are disjunct from the north (Mexico-Nicaragua), e.g., Chamaedorea geonomiformis, Connarus lentiginosus, Gymnanthes riparia, Oecopetalum greenmanii, Philodendron popenoei, Recchia simplicifolia, Reinhardtia latisecta, Sloanea longipes, S. petenensis, and Zygia cognata; some are shared immediately to the south with Panama, e.g., Alchornea grandis, Fusispermum laxiflorum, Oxandra longipetala, Philodendron burgeri, Pleurothyrium hexaglandulosum, and Tragia correae; and a few taxa are shared with the Antilles, e.g., Chrysophyllum oliviforme, Freziera grisebachii, Pleodendron, and Ziziphus chloroxylon. All of this is evidence that the Osa Peninsula is one of the richest areas in plant diversity all along the Pacific coast, and even in the country. Plot studies have registered",755586,97,2004,Internet Archive,mobot31753003189690,"Missouri Botanical Garden, Peter H. Raven Library",English,,Public domain. The BHL considers that this work is no longer under copyright protection.
Anthodiscus chocoensis,"LZ Manual de Plantas de Costa Rica area, lo cual la hace una regi6n de mucho interés fitogeografico, que requiere mas estudios intensivos de su flora. Se han observado algunos elementos montanos, también de mucho interés fitogeografico, p. ej., A faroa costaricensis, A. mexicana, Hedyosmum bonplandianum, Macrohasseltia macroterantha, Phyllonoma ruscifolia, Quercus spp., Ticodendron incognitum y Weinmannia laurina. A raiz de exploraciones recientes, se sabe que esta es un Area rica en endemismo y especies disyuntas de paises lejanos (ver el capitulo de Novedades). También vale la pena afiadir que un estudio reciente en la regidn (INBio MNCR, 2001) encontr6 que ciertos elementos floristicos de la Peninsula de Osa (Anthodiscus chocoensis, Inga golfodulcensis, Parkia pendula) ocurren en elevaciones relativamente altas (800-1000 m), si se comparan con los conocidos previamente, y también ampli6 el rango de distribuci6n de los mismos. Sin embargo, en general podemos afirmar que aquellos bosques por debajo de 500 m de elevacion estan compuestos principalmente por elementos floristicos del sureste de la costa pacifica. La Fila Costefia esta mas aislada del efecto floristico de la Cordillera de Talamanca, debido a la presencia de los grandes valles de General y de Coto Brus (ver notas sobre estos valles, mas adelante), que también influyen en su composicion. En la localidad de Palmar Norte esta fila esta partida en partes norte y sur, por el paso del Rio Grande de Térraba. Las maximas elevaciones en la Fila Costefia norte (desde Fila Tinamastes a Fila Retinto) varian entre 600 y 1100 m, donde ocurre una combinaci6n de elementos caracteristicos del bosque muy htimedo premontano o pluvial premontano, como los siguientes: Ageratum conyzoides, Alsophila erinacea, Banara guianensis, Bomarea obovata, Centropogon granulosus, Clethra costaricensis, Cordia spinescens, Guzmania patula, Hedyosmum bonplandianum, Ilex guianensis, Mikania banisteriae, Myrsine coriacea, Persea caerulea, Rhipidocladum racemiflorum, Stauranthus perforatus, Symbolanthus calygonus, Tibouchina longifolia, Turpinia occidentalis, Vernonia brachiata y Zapoteca tetragona, asi como elementos caracteristicos de sabanas con climas mas calientes que ascienden a estas elevaciones, p. ej., Alibertia edulis, Indigofera lespedezioides, Mandevilla subsagittata, Melochia villosa, Miconia impetiolaris y Xylopia aromatica. La Fila Costefia sur esta formada a su vez por las pequefias filas -Coquito, Anguciana, Cruces y Zapote-con una elevaci6n maxima de ca. 1000-1700 m. Aqui esta menos aislada de la Cordillera de Talamanca por el Valle de Coto Brus, mas estrecho y mas alto que el Valle de General. Por lo tanto, la vegetaci6n de estas filas es basicamente talamancana, de bosque muy himedo premontano o bosque pluvial premontano, que alberga especies como Alchornea glandulosa, Alsophila firma, Anthurium hoffmannii, Ardisia opegrapha, Billia hippocastanum, Brunellia comocladifolia, Casearia tacanensis, Cedrela tonduzii, Chamaedorea pinnatifrons, Cinchona pubescens, Cordia spinescens, Desmopsis maxonii, D. oerstedii, Elaeagia auriculata, Inga exalata, Liabum bourgeaui, Lippia myriocephala, Macrocarpaea valerioi, Ocotea tonduzii, Oreopanax xalapensis, Pseudolmedia oxyphyllaria, Quercus spp., Sapium pachystachys,",755573,97,2004,Internet Archive,mobot31753003189690,"Missouri Botanical Garden, Peter H. Raven Library",English,,Public domain. The BHL considers that this work is no longer under copyright protection.
Cavendishia bracteata,Ageratina herbacea Amelanchier utahensis Arctostaphylos pringlei Arctostaphylos pungens Arcytophyllum nitidum Arenaria lanuginosa Aristida purpurea Artemisia ludoviciana Asclepias asperula Astragalus tephrodes Baccharis tricuneata Boechera perennans Bouteloua curtipendula Brachyotum ledifolium Brachyotum lindenii Brickellia californica Brickellia rusbyi Bromus tectorum Bucquetia glutinosa Calamagrostis intermedia Carex subfusca Castanea dentata Castilleja fissifolia Castratella piloselloides Cavendishia bracteata Ceanothus fendleri Ceanothus greggii Ceanothus integerrimus Ceratostema alatum Cercocarpus montanus Cirsium arizonicum Claytonia perfoliata Comandra umbellata Corydalis aurea Cyperus fendlerianus Dalea albiflora Descurainia pinnata,64146556,17,2021,Internet Archive,canotiav172ariz,"Vascular Plant Herbarium, School of Life Sciences, Arizona State University",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Cavendishia bracteata,"Calycanthus floridus var. glaucus 20(1):439 Campomanesia-20(1):205 aromatica-20(1):208 dichotoma-20(1):207, 210 guaviroba-20(1):208 (illus), 209 (photo), 210 viatoris-20(1):207, 208 (illus), 211 Canna glauca (Florida record) -20(2):815 Caperonia palustris-20(1):412 Caprifoliaceae-20(2):849 Carex albicans var. australis (Kansas record)-20(3):1290 buxbaumii-20(1):398 conoidea-20(4):1727 (Arkansas record) corrugata-20(1):398 oklahomensis-20(1):398 ouachitana-20(1):398 oxylepis var. pubescens-20(1):399 planostachys-20(1):340 roanensis-20(1):399 seorsa-20(1):390 swanii (Kansas record) -20(3):1 290 thurberi-20(1):341",9310182,20,2002,Internet Archive,mobot31753003560056,"Missouri Botanical Garden, Peter H. Raven Library",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
Cavendishia bracteata,"pringlei-20(4):1368 tomentosa-20(4):1368 Cirsium nuttalli-20(2):845 (North Carolina record), 847 (b w photos) Citrullus lanatus var. lanatus-20(1):412 Cladium mariscus-20(4):1526 Clidemia-20(1):236 Commelina benghalensis (North Carolina record) -20(1):419, 420 (illus) Conostegia-20(1):237 Convolvulaceae-20(1):39; 20(3):1351 Corchorus-20(3):1299 olitorius-20(3):1301, 1302 (map), 1303 (illus) trilocularis-20(3):1 302 (map), 1305, 1306 (illus) Corybas epiphyticus-20(2):469, 470 (illus) Costus pulverulentus (USA FL record) 20(2):814 Crataegus-20(1):115 atrovirens-20(1):141, 142 (illus) castlegarensis-20(1):121, 122 (illus), 124 (map) douglasii-20(1):1 20 enderbyensis-20(1):136, 137 (illus)",9310182,20,2002,Internet Archive,mobot31753003560056,"Missouri Botanical Garden, Peter H. Raven Library",English,https://biodiversitylibrary.org/permissions,In copyright. Digitized with the permission of the rights holder.
